"Gender"	"Provinces"	"Periodo"	"Situation"	"value"
"Females"	"20 Gipuzkoa"	"2012Q4"	"employed"	127.8
"Males"	"17 Girona"	"2012Q4"	"employed"	154.8
"Females"	"17 Girona"	"2012Q4"	"employed"	141.7
"Males"	"18 Granada"	"2012Q4"	"employed"	151
"Females"	"18 Granada"	"2012Q4"	"employed"	127.9
"Males"	"19 Guadalajara"	"2012Q4"	"employed"	59.3
"Females"	"19 Guadalajara"	"2012Q4"	"employed"	43.9
"Males"	"21 Huelva"	"2012Q4"	"employed"	91.8
"Females"	"21 Huelva"	"2012Q4"	"employed"	71.5
"Males"	"22 Huesca"	"2012Q4"	"employed"	55.4
"Females"	"22 Huesca"	"2012Q4"	"employed"	39.5
"Males"	"23 Jaén"	"2012Q4"	"employed"	115
"Females"	"23 Jaén"	"2012Q4"	"employed"	79.5
"Males"	"24 León"	"2012Q4"	"employed"	91.5
"Females"	"24 León"	"2012Q4"	"employed"	73.3
"Males"	"25 Lleida"	"2012Q4"	"employed"	101.1
"Females"	"25 Lleida"	"2012Q4"	"employed"	80.8
"Males"	"27 Lugo"	"2012Q4"	"employed"	67.7
"Females"	"27 Lugo"	"2012Q4"	"employed"	63.3
"Males"	"28 Madrid"	"2012Q4"	"employed"	1430.1
"Females"	"28 Madrid"	"2012Q4"	"employed"	1345.3
"Males"	"29 Málaga"	"2012Q4"	"employed"	257.2
"Females"	"29 Málaga"	"2012Q4"	"employed"	245
"Males"	"30 Murcia"	"2012Q4"	"employed"	288.3
"Females"	"30 Murcia"	"2012Q4"	"employed"	221.9
"Males"	"31 Navarra"	"2012Q4"	"employed"	143.5
"Females"	"31 Navarra"	"2012Q4"	"employed"	120.1
"Males"	"32 Ourense"	"2012Q4"	"employed"	57.5
"Females"	"32 Ourense"	"2012Q4"	"employed"	50.6
"Males"	"34 Palencia"	"2012Q4"	"employed"	37
"Females"	"34 Palencia"	"2012Q4"	"employed"	25.8
"Males"	"35 Palmas, Las"	"2012Q4"	"employed"	215.7
"Females"	"35 Palmas, Las"	"2012Q4"	"employed"	173.2
"Males"	"36 Pontevedra"	"2012Q4"	"employed"	187.7
"Females"	"36 Pontevedra"	"2012Q4"	"employed"	161.8
"Males"	"26 Rioja, La"	"2012Q4"	"employed"	70.3
"Females"	"26 Rioja, La"	"2012Q4"	"employed"	56.4
"Males"	"37 Salamanca"	"2012Q4"	"employed"	69.2
"Females"	"37 Salamanca"	"2012Q4"	"employed"	56.3
"Males"	"38 Santa Cruz de Tenerife"	"2012Q4"	"employed"	183.4
"Females"	"38 Santa Cruz de Tenerife"	"2012Q4"	"employed"	169.5
"Males"	"40 Segovia"	"2012Q4"	"employed"	35.7
"Females"	"40 Segovia"	"2012Q4"	"employed"	26.3
"Males"	"41 Sevilla"	"2012Q4"	"employed"	350.2
"Females"	"41 Sevilla"	"2012Q4"	"employed"	282.4
"Males"	"42 Soria"	"2012Q4"	"employed"	21.4
"Females"	"42 Soria"	"2012Q4"	"employed"	16.7
"Males"	"43 Tarragona"	"2012Q4"	"employed"	168.5
"Females"	"43 Tarragona"	"2012Q4"	"employed"	131.1
"Males"	"44 Teruel"	"2012Q4"	"employed"	34.9
"Females"	"44 Teruel"	"2012Q4"	"employed"	20.9
"Males"	"45 Toledo"	"2012Q4"	"employed"	148.3
"Females"	"45 Toledo"	"2012Q4"	"employed"	100.1
"Males"	"46 Valencia/València"	"2012Q4"	"employed"	500.4
"Females"	"46 Valencia/València"	"2012Q4"	"employed"	439.4
"Males"	"47 Valladolid"	"2012Q4"	"employed"	117.4
"Females"	"47 Valladolid"	"2012Q4"	"employed"	96.3
"Males"	"49 Zamora"	"2012Q4"	"employed"	33.1
"Females"	"49 Zamora"	"2012Q4"	"employed"	23.2
"Males"	"50 Zaragoza"	"2012Q4"	"employed"	217.1
"Females"	"50 Zaragoza"	"2012Q4"	"employed"	179.9
"Males"	"51 Ceuta"	"2012Q4"	"employed"	16.2
"Females"	"51 Ceuta"	"2012Q4"	"employed"	7.4
"Males"	"52 Melilla"	"2012Q4"	"employed"	15.8
"Females"	"52 Melilla"	"2012Q4"	"employed"	10.1
"Males"	"02 Albacete"	"2012Q3"	"employed"	75.6
"Females"	"02 Albacete"	"2012Q3"	"employed"	50.6
"Males"	"03 Alicante/Alacant"	"2012Q3"	"employed"	376.9
"Females"	"03 Alicante/Alacant"	"2012Q3"	"employed"	277.8
"Males"	"04 Almería"	"2012Q3"	"employed"	125.8
"Females"	"04 Almería"	"2012Q3"	"employed"	99.3
"Males"	"01 Araba/Álava"	"2012Q3"	"employed"	77.4
"Females"	"01 Araba/Álava"	"2012Q3"	"employed"	62
"Males"	"33 Asturias"	"2012Q3"	"employed"	204.7
"Females"	"33 Asturias"	"2012Q3"	"employed"	181.7
"Males"	"05 Ávila"	"2012Q3"	"employed"	37
"Females"	"05 Ávila"	"2012Q3"	"employed"	24.2
"Males"	"06 Badajoz"	"2012Q3"	"employed"	133.4
"Females"	"06 Badajoz"	"2012Q3"	"employed"	88.1
"Males"	"07 Balears, Illes"	"2012Q3"	"employed"	278.1
"Females"	"07 Balears, Illes"	"2012Q3"	"employed"	235.8
"Males"	"08 Barcelona"	"2012Q3"	"employed"	1181.6
"Females"	"08 Barcelona"	"2012Q3"	"employed"	1038.2
"Males"	"48 Bizkaia"	"2012Q3"	"employed"	242.3
"Females"	"48 Bizkaia"	"2012Q3"	"employed"	219.2
"Males"	"09 Burgos"	"2012Q3"	"employed"	93.2
"Females"	"09 Burgos"	"2012Q3"	"employed"	62
"Males"	"10 Cáceres"	"2012Q3"	"employed"	72.4
"Females"	"10 Cáceres"	"2012Q3"	"employed"	54
"Males"	"11 Cádiz"	"2012Q3"	"employed"	215.5
"Females"	"11 Cádiz"	"2012Q3"	"employed"	169.5
"Males"	"39 Cantabria"	"2012Q3"	"employed"	129.9
"Females"	"39 Cantabria"	"2012Q3"	"employed"	108.4
"Males"	"12 Castellón/Castelló"	"2012Q3"	"employed"	120
"Females"	"12 Castellón/Castelló"	"2012Q3"	"employed"	93.1
"Males"	"13 Ciudad Real"	"2012Q3"	"employed"	101.5
"Females"	"13 Ciudad Real"	"2012Q3"	"employed"	68.4
"Males"	"14 Córdoba"	"2012Q3"	"employed"	136.8
"Females"	"14 Córdoba"	"2012Q3"	"employed"	99.6
"Males"	"15 Coruña, A"	"2012Q3"	"employed"	239.6
"Females"	"15 Coruña, A"	"2012Q3"	"employed"	217.4
"Males"	"16 Cuenca"	"2012Q3"	"employed"	48.3
"Females"	"16 Cuenca"	"2012Q3"	"employed"	28.1
"Males"	"20 Gipuzkoa"	"2012Q3"	"employed"	157.6
"Females"	"20 Gipuzkoa"	"2012Q3"	"employed"	131.1
"Males"	"17 Girona"	"2012Q3"	"employed"	166.7
"Females"	"17 Girona"	"2012Q3"	"employed"	146.6
"Males"	"18 Granada"	"2012Q3"	"employed"	149.8
"Females"	"18 Granada"	"2012Q3"	"employed"	128.6
"Males"	"19 Guadalajara"	"2012Q3"	"employed"	61.1
"Females"	"19 Guadalajara"	"2012Q3"	"employed"	43.9
"Males"	"21 Huelva"	"2012Q3"	"employed"	88
"Females"	"21 Huelva"	"2012Q3"	"employed"	75.6
"Males"	"22 Huesca"	"2012Q3"	"employed"	56.1
"Females"	"22 Huesca"	"2012Q3"	"employed"	41.1
"Males"	"23 Jaén"	"2012Q3"	"employed"	110
"Females"	"23 Jaén"	"2012Q3"	"employed"	74.3
"Males"	"24 León"	"2012Q3"	"employed"	94.1
"Females"	"24 León"	"2012Q3"	"employed"	74.9
"Males"	"25 Lleida"	"2012Q3"	"employed"	104.9
"Females"	"25 Lleida"	"2012Q3"	"employed"	82.6
"Males"	"27 Lugo"	"2012Q3"	"employed"	69.6
"Females"	"27 Lugo"	"2012Q3"	"employed"	63.7
"Males"	"28 Madrid"	"2012Q3"	"employed"	1462.5
"Females"	"28 Madrid"	"2012Q3"	"employed"	1360.1
"Males"	"29 Málaga"	"2012Q3"	"employed"	278.2
"Females"	"29 Málaga"	"2012Q3"	"employed"	247.2
"Males"	"30 Murcia"	"2012Q3"	"employed"	292.1
"Females"	"30 Murcia"	"2012Q3"	"employed"	233.9
"Males"	"31 Navarra"	"2012Q3"	"employed"	149.2
"Females"	"31 Navarra"	"2012Q3"	"employed"	122.5
"Males"	"32 Ourense"	"2012Q3"	"employed"	61.8
"Females"	"32 Ourense"	"2012Q3"	"employed"	51.4
"Males"	"34 Palencia"	"2012Q3"	"employed"	39.7
"Females"	"34 Palencia"	"2012Q3"	"employed"	26.3
"Males"	"35 Palmas, Las"	"2012Q3"	"employed"	219.9
"Females"	"35 Palmas, Las"	"2012Q3"	"employed"	168.3
"Males"	"36 Pontevedra"	"2012Q3"	"employed"	187.8
"Females"	"36 Pontevedra"	"2012Q3"	"employed"	164.6
"Males"	"26 Rioja, La"	"2012Q3"	"employed"	71.2
"Females"	"26 Rioja, La"	"2012Q3"	"employed"	54.9
"Males"	"37 Salamanca"	"2012Q3"	"employed"	75.2
"Females"	"37 Salamanca"	"2012Q3"	"employed"	57.4
"Males"	"38 Santa Cruz de Tenerife"	"2012Q3"	"employed"	183.1
"Females"	"38 Santa Cruz de Tenerife"	"2012Q3"	"employed"	167.5
"Males"	"40 Segovia"	"2012Q3"	"employed"	38.6
"Females"	"40 Segovia"	"2012Q3"	"employed"	26.2
"Males"	"41 Sevilla"	"2012Q3"	"employed"	349.1
"Females"	"41 Sevilla"	"2012Q3"	"employed"	278
"Males"	"42 Soria"	"2012Q3"	"employed"	22.9
"Females"	"42 Soria"	"2012Q3"	"employed"	17.3
"Males"	"43 Tarragona"	"2012Q3"	"employed"	178.3
"Females"	"43 Tarragona"	"2012Q3"	"employed"	133.6
"Males"	"44 Teruel"	"2012Q3"	"employed"	33.2
"Females"	"44 Teruel"	"2012Q3"	"employed"	22.4
"Males"	"45 Toledo"	"2012Q3"	"employed"	147.8
"Females"	"45 Toledo"	"2012Q3"	"employed"	105.1
"Males"	"46 Valencia/València"	"2012Q3"	"employed"	499.3
"Females"	"46 Valencia/València"	"2012Q3"	"employed"	426.4
"Males"	"47 Valladolid"	"2012Q3"	"employed"	126
"Females"	"47 Valladolid"	"2012Q3"	"employed"	97.7
"Males"	"49 Zamora"	"2012Q3"	"employed"	35.7
"Females"	"49 Zamora"	"2012Q3"	"employed"	23.7
"Males"	"50 Zaragoza"	"2012Q3"	"employed"	214.7
"Females"	"50 Zaragoza"	"2012Q3"	"employed"	180.5
"Males"	"51 Ceuta"	"2012Q3"	"employed"	16.3
"Females"	"51 Ceuta"	"2012Q3"	"employed"	7.5
"Males"	"52 Melilla"	"2012Q3"	"employed"	15.3
"Females"	"52 Melilla"	"2012Q3"	"employed"	10
"Males"	"02 Albacete"	"2012Q2"	"employed"	77.3
"Females"	"02 Albacete"	"2012Q2"	"employed"	52.1
"Males"	"03 Alicante/Alacant"	"2012Q2"	"employed"	374.3
"Females"	"03 Alicante/Alacant"	"2012Q2"	"employed"	285.1
"Males"	"04 Almería"	"2012Q2"	"employed"	131.3
"Females"	"04 Almería"	"2012Q2"	"employed"	102.2
"Males"	"01 Araba/Álava"	"2012Q2"	"employed"	75.5
"Females"	"01 Araba/Álava"	"2012Q2"	"employed"	61.3
"Males"	"33 Asturias"	"2012Q2"	"employed"	208.2
"Females"	"33 Asturias"	"2012Q2"	"employed"	181
"Males"	"05 Ávila"	"2012Q2"	"employed"	35.6
"Females"	"05 Ávila"	"2012Q2"	"employed"	23.2
"Males"	"06 Badajoz"	"2012Q2"	"employed"	126.9
"Females"	"06 Badajoz"	"2012Q2"	"employed"	80.9
"Males"	"07 Balears, Illes"	"2012Q2"	"employed"	266.8
"Females"	"07 Balears, Illes"	"2012Q2"	"employed"	222.2
"Males"	"08 Barcelona"	"2012Q2"	"employed"	1180.9
"Females"	"08 Barcelona"	"2012Q2"	"employed"	1072.9
"Males"	"48 Bizkaia"	"2012Q2"	"employed"	252.9
"Females"	"48 Bizkaia"	"2012Q2"	"employed"	219.5
"Males"	"09 Burgos"	"2012Q2"	"employed"	92.2
"Females"	"09 Burgos"	"2012Q2"	"employed"	60
"Males"	"10 Cáceres"	"2012Q2"	"employed"	69.9
"Females"	"10 Cáceres"	"2012Q2"	"employed"	52.6
"Males"	"11 Cádiz"	"2012Q2"	"employed"	218.2
"Females"	"11 Cádiz"	"2012Q2"	"employed"	166.5
"Males"	"39 Cantabria"	"2012Q2"	"employed"	125.4
"Females"	"39 Cantabria"	"2012Q2"	"employed"	108.1
"Males"	"12 Castellón/Castelló"	"2012Q2"	"employed"	117.5
"Females"	"12 Castellón/Castelló"	"2012Q2"	"employed"	96
"Males"	"13 Ciudad Real"	"2012Q2"	"employed"	99.4
"Females"	"13 Ciudad Real"	"2012Q2"	"employed"	64.1
"Males"	"14 Córdoba"	"2012Q2"	"employed"	141.1
"Females"	"14 Córdoba"	"2012Q2"	"employed"	108.6
"Males"	"15 Coruña, A"	"2012Q2"	"employed"	234.1
"Females"	"15 Coruña, A"	"2012Q2"	"employed"	215.7
"Males"	"16 Cuenca"	"2012Q2"	"employed"	44.8
"Females"	"16 Cuenca"	"2012Q2"	"employed"	28.7
"Males"	"20 Gipuzkoa"	"2012Q2"	"employed"	164.6
"Females"	"20 Gipuzkoa"	"2012Q2"	"employed"	138.4
"Males"	"17 Girona"	"2012Q2"	"employed"	163.2
"Females"	"17 Girona"	"2012Q2"	"employed"	138.6
"Males"	"18 Granada"	"2012Q2"	"employed"	156.3
"Females"	"18 Granada"	"2012Q2"	"employed"	124.6
"Males"	"19 Guadalajara"	"2012Q2"	"employed"	59
"Females"	"19 Guadalajara"	"2012Q2"	"employed"	45.2
"Males"	"21 Huelva"	"2012Q2"	"employed"	98.1
"Females"	"21 Huelva"	"2012Q2"	"employed"	78.1
"Males"	"22 Huesca"	"2012Q2"	"employed"	56.8
"Females"	"22 Huesca"	"2012Q2"	"employed"	40.3
"Males"	"23 Jaén"	"2012Q2"	"employed"	110.1
"Females"	"23 Jaén"	"2012Q2"	"employed"	75.7
"Males"	"24 León"	"2012Q2"	"employed"	95.5
"Females"	"24 León"	"2012Q2"	"employed"	76
"Males"	"25 Lleida"	"2012Q2"	"employed"	98.3
"Females"	"25 Lleida"	"2012Q2"	"employed"	82.7
"Males"	"27 Lugo"	"2012Q2"	"employed"	68.4
"Females"	"27 Lugo"	"2012Q2"	"employed"	64.4
"Males"	"28 Madrid"	"2012Q2"	"employed"	1460.4
"Females"	"28 Madrid"	"2012Q2"	"employed"	1380.4
"Males"	"29 Málaga"	"2012Q2"	"employed"	271.5
"Females"	"29 Málaga"	"2012Q2"	"employed"	246.5
"Males"	"30 Murcia"	"2012Q2"	"employed"	302.7
"Females"	"30 Murcia"	"2012Q2"	"employed"	237.2
"Males"	"31 Navarra"	"2012Q2"	"employed"	143.8
"Females"	"31 Navarra"	"2012Q2"	"employed"	125
"Males"	"32 Ourense"	"2012Q2"	"employed"	62.7
"Females"	"32 Ourense"	"2012Q2"	"employed"	51.4
"Males"	"34 Palencia"	"2012Q2"	"employed"	37.2
"Females"	"34 Palencia"	"2012Q2"	"employed"	25.8
"Males"	"35 Palmas, Las"	"2012Q2"	"employed"	213.4
"Females"	"35 Palmas, Las"	"2012Q2"	"employed"	158.2
"Males"	"36 Pontevedra"	"2012Q2"	"employed"	185.5
"Females"	"36 Pontevedra"	"2012Q2"	"employed"	159.7
"Males"	"26 Rioja, La"	"2012Q2"	"employed"	71.4
"Females"	"26 Rioja, La"	"2012Q2"	"employed"	53.4
"Males"	"37 Salamanca"	"2012Q2"	"employed"	75
"Females"	"37 Salamanca"	"2012Q2"	"employed"	58.3
"Males"	"38 Santa Cruz de Tenerife"	"2012Q2"	"employed"	195.7
"Females"	"38 Santa Cruz de Tenerife"	"2012Q2"	"employed"	173.7
"Males"	"40 Segovia"	"2012Q2"	"employed"	37.5
"Females"	"40 Segovia"	"2012Q2"	"employed"	24.3
"Males"	"41 Sevilla"	"2012Q2"	"employed"	372.1
"Females"	"41 Sevilla"	"2012Q2"	"employed"	285.9
"Males"	"42 Soria"	"2012Q2"	"employed"	22.8
"Females"	"42 Soria"	"2012Q2"	"employed"	17.1
"Males"	"43 Tarragona"	"2012Q2"	"employed"	181.2
"Females"	"43 Tarragona"	"2012Q2"	"employed"	141.5
"Males"	"44 Teruel"	"2012Q2"	"employed"	32.4
"Females"	"44 Teruel"	"2012Q2"	"employed"	22.6
"Males"	"45 Toledo"	"2012Q2"	"employed"	149.8
"Females"	"45 Toledo"	"2012Q2"	"employed"	105.7
"Males"	"46 Valencia/València"	"2012Q2"	"employed"	499.2
"Females"	"46 Valencia/València"	"2012Q2"	"employed"	444.1
"Males"	"47 Valladolid"	"2012Q2"	"employed"	120.9
"Females"	"47 Valladolid"	"2012Q2"	"employed"	98.7
"Males"	"49 Zamora"	"2012Q2"	"employed"	37.1
"Females"	"49 Zamora"	"2012Q2"	"employed"	24.6
"Males"	"50 Zaragoza"	"2012Q2"	"employed"	215.4
"Females"	"50 Zaragoza"	"2012Q2"	"employed"	178.9
"Males"	"51 Ceuta"	"2012Q2"	"employed"	15.6
"Females"	"51 Ceuta"	"2012Q2"	"employed"	9
"Males"	"52 Melilla"	"2012Q2"	"employed"	17
"Females"	"52 Melilla"	"2012Q2"	"employed"	8.8
"Males"	"02 Albacete"	"2012Q1"	"employed"	77.9
"Females"	"02 Albacete"	"2012Q1"	"employed"	59.2
"Males"	"03 Alicante/Alacant"	"2012Q1"	"employed"	359.5
"Females"	"03 Alicante/Alacant"	"2012Q1"	"employed"	278.2
"Males"	"04 Almería"	"2012Q1"	"employed"	127.6
"Females"	"04 Almería"	"2012Q1"	"employed"	110.8
"Males"	"01 Araba/Álava"	"2012Q1"	"employed"	77.6
"Females"	"01 Araba/Álava"	"2012Q1"	"employed"	58.2
"Males"	"33 Asturias"	"2012Q1"	"employed"	207.3
"Females"	"33 Asturias"	"2012Q1"	"employed"	175.9
"Males"	"05 Ávila"	"2012Q1"	"employed"	34.8
"Females"	"05 Ávila"	"2012Q1"	"employed"	23
"Males"	"06 Badajoz"	"2012Q1"	"employed"	127
"Females"	"06 Badajoz"	"2012Q1"	"employed"	87.5
"Males"	"07 Balears, Illes"	"2012Q1"	"employed"	235.3
"Females"	"07 Balears, Illes"	"2012Q1"	"employed"	192.9
"Males"	"08 Barcelona"	"2012Q1"	"employed"	1201.3
"Females"	"08 Barcelona"	"2012Q1"	"employed"	1078.5
"Males"	"48 Bizkaia"	"2012Q1"	"employed"	249.3
"Females"	"48 Bizkaia"	"2012Q1"	"employed"	225.3
"Males"	"09 Burgos"	"2012Q1"	"employed"	88.3
"Females"	"09 Burgos"	"2012Q1"	"employed"	60.5
"Males"	"10 Cáceres"	"2012Q1"	"employed"	72.5
"Females"	"10 Cáceres"	"2012Q1"	"employed"	52
"Males"	"11 Cádiz"	"2012Q1"	"employed"	212.3
"Females"	"11 Cádiz"	"2012Q1"	"employed"	152.9
"Males"	"39 Cantabria"	"2012Q1"	"employed"	128
"Females"	"39 Cantabria"	"2012Q1"	"employed"	106.5
"Males"	"12 Castellón/Castelló"	"2012Q1"	"employed"	115.8
"Females"	"12 Castellón/Castelló"	"2012Q1"	"employed"	95.4
"Males"	"13 Ciudad Real"	"2012Q1"	"employed"	101.9
"Females"	"13 Ciudad Real"	"2012Q1"	"employed"	66.4
"Males"	"14 Córdoba"	"2012Q1"	"employed"	151.1
"Females"	"14 Córdoba"	"2012Q1"	"employed"	111.6
"Males"	"15 Coruña, A"	"2012Q1"	"employed"	237.7
"Females"	"15 Coruña, A"	"2012Q1"	"employed"	223
"Males"	"16 Cuenca"	"2012Q1"	"employed"	45.1
"Females"	"16 Cuenca"	"2012Q1"	"employed"	28.6
"Males"	"20 Gipuzkoa"	"2012Q1"	"employed"	168.3
"Females"	"20 Gipuzkoa"	"2012Q1"	"employed"	139.7
"Males"	"17 Girona"	"2012Q1"	"employed"	159.5
"Females"	"17 Girona"	"2012Q1"	"employed"	135.4
"Males"	"18 Granada"	"2012Q1"	"employed"	168.1
"Females"	"18 Granada"	"2012Q1"	"employed"	121.8
"Males"	"19 Guadalajara"	"2012Q1"	"employed"	60.1
"Females"	"19 Guadalajara"	"2012Q1"	"employed"	46.2
"Males"	"21 Huelva"	"2012Q1"	"employed"	91.5
"Females"	"21 Huelva"	"2012Q1"	"employed"	78.8
"Males"	"22 Huesca"	"2012Q1"	"employed"	55.7
"Females"	"22 Huesca"	"2012Q1"	"employed"	41.1
"Males"	"23 Jaén"	"2012Q1"	"employed"	126.4
"Females"	"23 Jaén"	"2012Q1"	"employed"	79.9
"Males"	"24 León"	"2012Q1"	"employed"	96.1
"Females"	"24 León"	"2012Q1"	"employed"	76
"Males"	"25 Lleida"	"2012Q1"	"employed"	100.5
"Females"	"25 Lleida"	"2012Q1"	"employed"	79.4
"Males"	"27 Lugo"	"2012Q1"	"employed"	70.8
"Females"	"27 Lugo"	"2012Q1"	"employed"	62.9
"Males"	"28 Madrid"	"2012Q1"	"employed"	1457.7
"Females"	"28 Madrid"	"2012Q1"	"employed"	1379.6
"Males"	"29 Málaga"	"2012Q1"	"employed"	279.3
"Females"	"29 Málaga"	"2012Q1"	"employed"	233.7
"Males"	"30 Murcia"	"2012Q1"	"employed"	298.7
"Females"	"30 Murcia"	"2012Q1"	"employed"	235.3
"Males"	"31 Navarra"	"2012Q1"	"employed"	144.8
"Females"	"31 Navarra"	"2012Q1"	"employed"	121.4
"Males"	"32 Ourense"	"2012Q1"	"employed"	64.2
"Females"	"32 Ourense"	"2012Q1"	"employed"	52.1
"Males"	"34 Palencia"	"2012Q1"	"employed"	38.1
"Females"	"34 Palencia"	"2012Q1"	"employed"	26.1
"Males"	"35 Palmas, Las"	"2012Q1"	"employed"	218.4
"Females"	"35 Palmas, Las"	"2012Q1"	"employed"	166.8
"Males"	"36 Pontevedra"	"2012Q1"	"employed"	190.5
"Females"	"36 Pontevedra"	"2012Q1"	"employed"	155.9
"Males"	"26 Rioja, La"	"2012Q1"	"employed"	72.5
"Females"	"26 Rioja, La"	"2012Q1"	"employed"	55.3
"Males"	"37 Salamanca"	"2012Q1"	"employed"	72.5
"Females"	"37 Salamanca"	"2012Q1"	"employed"	58
"Males"	"38 Santa Cruz de Tenerife"	"2012Q1"	"employed"	198.3
"Females"	"38 Santa Cruz de Tenerife"	"2012Q1"	"employed"	169
"Males"	"40 Segovia"	"2012Q1"	"employed"	37
"Females"	"40 Segovia"	"2012Q1"	"employed"	26
"Males"	"41 Sevilla"	"2012Q1"	"employed"	367
"Females"	"41 Sevilla"	"2012Q1"	"employed"	292.6
"Males"	"42 Soria"	"2012Q1"	"employed"	22.2
"Females"	"42 Soria"	"2012Q1"	"employed"	16.4
"Males"	"43 Tarragona"	"2012Q1"	"employed"	175.1
"Females"	"43 Tarragona"	"2012Q1"	"employed"	142.8
"Males"	"44 Teruel"	"2012Q1"	"employed"	32.3
"Females"	"44 Teruel"	"2012Q1"	"employed"	23
"Males"	"45 Toledo"	"2012Q1"	"employed"	152.9
"Females"	"45 Toledo"	"2012Q1"	"employed"	106.7
"Males"	"46 Valencia/València"	"2012Q1"	"employed"	516.5
"Females"	"46 Valencia/València"	"2012Q1"	"employed"	449.8
"Males"	"47 Valladolid"	"2012Q1"	"employed"	118
"Females"	"47 Valladolid"	"2012Q1"	"employed"	98.5
"Males"	"49 Zamora"	"2012Q1"	"employed"	38.2
"Females"	"49 Zamora"	"2012Q1"	"employed"	25.5
"Males"	"50 Zaragoza"	"2012Q1"	"employed"	213.3
"Females"	"50 Zaragoza"	"2012Q1"	"employed"	177.8
"Males"	"51 Ceuta"	"2012Q1"	"employed"	16.2
"Females"	"51 Ceuta"	"2012Q1"	"employed"	9.1
"Males"	"52 Melilla"	"2012Q1"	"employed"	17.3
"Females"	"52 Melilla"	"2012Q1"	"employed"	8.2
"Males"	"02 Albacete"	"2011Q4"	"employed"	80.9
"Females"	"02 Albacete"	"2011Q4"	"employed"	64.9
"Males"	"03 Alicante/Alacant"	"2011Q4"	"employed"	379.4
"Females"	"03 Alicante/Alacant"	"2011Q4"	"employed"	294.8
"Males"	"04 Almería"	"2011Q4"	"employed"	133.2
"Females"	"04 Almería"	"2011Q4"	"employed"	107.8
"Males"	"01 Araba/Álava"	"2011Q4"	"employed"	84.8
"Females"	"01 Araba/Álava"	"2011Q4"	"employed"	62.7
"Males"	"33 Asturias"	"2011Q4"	"employed"	209.7
"Females"	"33 Asturias"	"2011Q4"	"employed"	186.1
"Males"	"05 Ávila"	"2011Q4"	"employed"	36.3
"Females"	"05 Ávila"	"2011Q4"	"employed"	24.1
"Males"	"06 Badajoz"	"2011Q4"	"employed"	132.4
"Females"	"06 Badajoz"	"2011Q4"	"employed"	87.4
"Males"	"07 Balears, Illes"	"2011Q4"	"employed"	240.3
"Females"	"07 Balears, Illes"	"2011Q4"	"employed"	197.6
"Males"	"08 Barcelona"	"2011Q4"	"employed"	1235.6
"Females"	"08 Barcelona"	"2011Q4"	"employed"	1091.1
"Males"	"48 Bizkaia"	"2011Q4"	"employed"	256.5
"Females"	"48 Bizkaia"	"2011Q4"	"employed"	230.5
"Males"	"09 Burgos"	"2011Q4"	"employed"	89.3
"Females"	"09 Burgos"	"2011Q4"	"employed"	61.5
"Males"	"10 Cáceres"	"2011Q4"	"employed"	79.2
"Females"	"10 Cáceres"	"2011Q4"	"employed"	58.5
"Males"	"11 Cádiz"	"2011Q4"	"employed"	221.5
"Females"	"11 Cádiz"	"2011Q4"	"employed"	155.6
"Males"	"39 Cantabria"	"2011Q4"	"employed"	132
"Females"	"39 Cantabria"	"2011Q4"	"employed"	107.8
"Males"	"12 Castellón/Castelló"	"2011Q4"	"employed"	121.5
"Females"	"12 Castellón/Castelló"	"2011Q4"	"employed"	97.9
"Males"	"13 Ciudad Real"	"2011Q4"	"employed"	108.2
"Females"	"13 Ciudad Real"	"2011Q4"	"employed"	71
"Males"	"14 Córdoba"	"2011Q4"	"employed"	154
"Females"	"14 Córdoba"	"2011Q4"	"employed"	114.1
"Males"	"15 Coruña, A"	"2011Q4"	"employed"	243.2
"Females"	"15 Coruña, A"	"2011Q4"	"employed"	222.4
"Males"	"16 Cuenca"	"2011Q4"	"employed"	45.3
"Females"	"16 Cuenca"	"2011Q4"	"employed"	30.8
"Males"	"20 Gipuzkoa"	"2011Q4"	"employed"	173.5
"Females"	"20 Gipuzkoa"	"2011Q4"	"employed"	142.8
"Males"	"17 Girona"	"2011Q4"	"employed"	164.8
"Females"	"17 Girona"	"2011Q4"	"employed"	136.1
"Males"	"18 Granada"	"2011Q4"	"employed"	176.1
"Females"	"18 Granada"	"2011Q4"	"employed"	126.2
"Males"	"19 Guadalajara"	"2011Q4"	"employed"	59.2
"Females"	"19 Guadalajara"	"2011Q4"	"employed"	44.8
"Males"	"21 Huelva"	"2011Q4"	"employed"	99.6
"Females"	"21 Huelva"	"2011Q4"	"employed"	69
"Males"	"22 Huesca"	"2011Q4"	"employed"	57.3
"Females"	"22 Huesca"	"2011Q4"	"employed"	40.4
"Males"	"23 Jaén"	"2011Q4"	"employed"	135.3
"Females"	"23 Jaén"	"2011Q4"	"employed"	81.6
"Males"	"24 León"	"2011Q4"	"employed"	100
"Females"	"24 León"	"2011Q4"	"employed"	80.4
"Males"	"25 Lleida"	"2011Q4"	"employed"	106.6
"Females"	"25 Lleida"	"2011Q4"	"employed"	78
"Males"	"27 Lugo"	"2011Q4"	"employed"	75.5
"Females"	"27 Lugo"	"2011Q4"	"employed"	66.2
"Males"	"28 Madrid"	"2011Q4"	"employed"	1479.7
"Females"	"28 Madrid"	"2011Q4"	"employed"	1348
"Males"	"29 Málaga"	"2011Q4"	"employed"	290.9
"Females"	"29 Málaga"	"2011Q4"	"employed"	241
